,selected_text,text,sentiment
13654,missing,Boooo Animal collective is already sold out.  Guess I`ll be missing that show,negative
13658,missing,my dark knight dvd is missing   i`m pissed,negative
13659,not helping!, not helping!,negative
13661,some **** like that.," I saw slater on some MTV show, So you think you wanna dance with slater or some **** like that. Where`s Kelly Kapowski",negative
13663,sore,"I woke up with a sore throat  Work tonight. Grad practice in the morning, hanging with family, then GRADUATING FROM HIGH SCHOOL",negative
13665,stupid,I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!,negative
13667,siccck.,Gettin check outta school cause im siccck. Goin to pick up jimbbbbo.,negative
13674,utter **** th,Dans public transport again and have decided it`s just everything north of London that`s utter **** these southern trains are alright,negative
13678,evil laugh*,is soooo over school...maybe sick..all week *evil laugh*,negative
13682,"tummy is hurting,","Awake, no migrane (yey) but tummy is hurting, evil IBS",negative
13684,i got stung. by a bee.,i got stung. by a bee.,negative
13686,im feeling like ish!,im feeling like ish!  i just wanna go home and go mimis,negative
13691,gaah, gaah rain for tomorrow,negative
13701,DENIED at work, You and your Yuotube links.  DENIED at work.,negative
13713,Does not feel good,Does not feel good at all today,negative
13714,missing,missing his voice,negative
13717,lonely,will be lonely for 4 days because  will be in baguio.   http://plurk.com/p/x2apl,negative
13718,s suck,i`m kinda sad of being alone all the time i miss my brother  and my friends suck i mean no one has even called me in 2 weeks,negative
13719,annoying.,"(cont.) Small children are not puppies. And cleche sarcasm is so annoying. Bcreative, but then again, that`s too harrd",negative
13720,die,phones about to die  ttfn!,negative
13726,stolen,http://twitpic.com/67ykl - The stolen purse -- when it was new from the store...see tags still on it,negative
13727,would of won th,I would of won that contest if I weren`t to have chickened out,negative
13735,R.I.P Fristy just thinking abt her,http://twitpic.com/676hv - R.I.P Fristy just thinking abt her,negative
13744,fail,So sleepy again and it`s not even that late. I fail once again.,negative
13747,died!!,joe: 2.30pm Kevin pics up a new pair of pjs :`) PMSL i could have died!!! lmfaoo :`) I MISS MY BOYS,negative
13756,"Never wash my cats at home again, they hate water","Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water",negative
13758,slow.,Another two hours of work. Ugh. It goes by so slow. And im sore,negative
13761,i miss yoooouuuu!!!!, i miss yoooouuuu!!!!,negative
13764,really stink,would like a hug and a kiss from Eric. Long distances really really stink,negative
13765,not fair...,This is not fair... bath again....,negative
13767,I shall annoyingly tweet at you tomorrow., I shall annoyingly tweet at you tomorrow.,negative
13769,I feel almost empty inside today.  Not a good feeling., I feel almost empty inside today.  Not a good feeling.,negative
13771,sick,i dont feel good! sick to my stomach,negative
13774,I`m sad., How could you go to Cali without me??? I`m sad.,negative
13779,I had a little cry., It wouldn`t let me download it cos it said I`m the UK. I had a little cry.,negative
13783,Cant handle,has now found a bug in the RHEL5 bnx2 driver   Cant handle high packets per second (> 50k),negative
13785,Don`t feel like it,Getting ready 2 leave 2 a girl scout metting..Don`t feel like it but I have 2.....,negative
13792,tired.,gah. how am i supposed to study when all i do is sneeze and get even more tired.,negative
13801,embarrased,"_skies  cus it all got too much attention in the end, shes embarrased and i think it just got outta hand a bit poor girl  ****",negative
13805,i miss Oceans, hahahaha your watching 106 too... i miss Oceans 10...,negative
13811,miss, LOL. Academy-ish. Haha. I really really miss O.B.,negative
13814,ugh..,ugh... only 1 3/4th hour and i will be 19...,negative
13817,A movie`s worst fate us,A movie`s worst fate used to be 'Straight to DVD'. Now it is 'Straight to DivX' or 'Straight to Internet',negative
13820,fail,"yeah, I was wasting my time  fail",negative
13822,driving me mental,it is on environmental studies and driving me mental,negative
13823,so lame, i know so lame,negative
13827,"LAPPYTOP BATERRRY DYING,t","LAPPYTOP BATERRRY DYING,tryingtofind a movieto watch since im staying in.  and goingto my room.",negative
13833,ache,i cannot sleep due to watching UKTV food. its keeps my cravings at bay. i think my bodies guna ache tomro,negative
13836,hot and sweaty,"Was outside playing ball with dogs, now all hot and sweaty",negative
13840,*is bad ****...He still is, *is bad ****...He still is,negative
13846,stupid rain!,Our plane had landed!! FINALLY gonna get to board...an hour late.  stupid rain!!!,negative
13847,so sad.,if officially done with high school....  so sad... i miss them already! movie later???,negative
13854,i suck., i know.. i suck.. i`m a master procrastinator  ... you guys don`t have too much fun without me,negative
13855,ruined:d,favorite shirt ruined:death by bleach  #fb,negative
13856,hurts,Just found out one of my ankles is swollen...eeks now it hurts,negative
13857,my knee is hurting so bad, my knee is hurting so bad im limping...so we get to suffer through work together,negative
13859,aww im sorry, aww im sorry im home now hope your ok  i love ya wifey <3 ****,negative
13864,is a loser;," is a loser;) baha, dude! i`m gonna come & put those pictures on my myspace really quick!",negative
13867,it made me sad,"_caine I saw it, it made me sad",negative
13871,****,Burnt the **** out of my hand today.,negative
13873,". I`m sorry, that`s really sucky.","  I`m not even in your situation and now I`m sad. I`m sorry, that`s really sucky.",negative
13875,I`m so sleep deprived but it`s to hot to sleep.,I`m so sleep deprived but it`s to hot to sleep.,negative
13877,Uggh,"is done painting all the bedroom furniture, I still have to do the table but it will wait until after the move. Uggh moving in the heat",negative
13889,which is a pain if you need to use all of them,"The Gray Hat Python book reminded me how many security tools are python version specific, which is a pain if you need to use all of them",negative
13892,stupid," Yes, I`m the only stupid girl of my kind!!",negative
13893,that sucks, that sucks - I`m still hungry and sucked down my food.,negative
13896,madly sorry,Feeling madly sorry for myself... - ï¿½Iï¿½M SECK D= Make me feel better  I should be going to a fashion show... http://tumblr.com/xz31werch,negative
13899,worse th,"can`t gauge the time of day in my office anymore... It`s worse than a friggin` casino in here... no waitresses, smoking, or booze",negative
13904,poor," Oh, you poor thing!!    So sorry, babe....",negative
13905,now the crazy is all gone.,And now the crazy is all gone.,negative
13909,real bad,how bad has life gotten where u  werecounting on the church50\50 raffle? the answer is real bad,negative
13910,"Sore throat coming,and recording about to start for new citipointe EP album! ARGGHHH!!!  prayers needed","Sore throat coming,and recording about to start for new citipointe EP album! ARGGHHH!!!  prayers needed",negative
13911,sad,I was awake until 12:45am then my mum turned the internet off so i couldnt watch the  live chat i was ccrying i was sad,negative
13912,jealous, so jealous,negative
13918,Oh no! So sorry about your pets.., Oh no! So sorry about your pets..,negative
13919,iPhone jealousy. This self-denial is harmful! Just let it out.," heh, you seem to have a complex about your iPhone jealousy. This self-denial is harmful! Just let it out.",negative
13920,There goes my life. Right into a cardboard box.,Computer is packed away. There goes my life. Right into a cardboard box.,negative
13922,I am so tired!,I am so tired!,negative
13931,"too much homework, with paying work to interrupt! i`m screwed","going to die from study overload this weekend. too much homework, with paying work to interrupt! i`m screwed",negative
13932,I miss you, well what about tomorrow? I miss you,negative
13939,bored..,sitting at home being bored.......,negative
13951,miss, I miss going to EK every summer & christmas vaca  Take me there!,negative
13954,"r, hate it."," i`m just starting it brinn, guess what?? i get my laptop back  but i can`t use the messenger, hate it.",negative
13956,soggy.,all my pancakes always end up soggy.,negative
13957,confusions,Lots of confusions I`ve at my work place..,negative
13964,still i feel its not at all fair.., u think its fair...... k den i guess m wrng.... still i feel its not at all fair....,negative
13970,hurts,"In cafe management, the end of the month is nothing but numbers. My arty little head hurts from finding discrepencies",negative
13971,"Sad that Gmail chat has died, so I can`t help","Sad that Gmail chat has died, so I can`t help ",negative
13978,cheap se,"Hmm, $25 to see the Decemberists, but I have to go to Raleigh on a work night... or $95 for cheap seats to the Bolshoi? Probably neither",negative
13982,Sorry for the long listening.,Hi everybody! Sorry for the long listening. Iwas too busy.,negative
13985,sad,sad that school is over gonna miss all my friends and teachers,negative
13988,young  the end is nigh,"oh dear, I`m being followed by someone that claims to help you stay young  the end is nigh",negative
13994,I agree. I missed a LOT while I was away and busy and now it`s like a whole new place, I agree. I missed a LOT while I was away and busy and now it`s like a whole new place,negative
14001,sucks.," ah man, that`s sucks.  What happened to it that`s prompting a reinstall?",negative
